Generation,evals,avg,std,min,max,best_one,fitness_best_one 
303,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
304,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
305,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
306,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
307,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
308,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
309,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
310,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
311,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
312,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
313,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
314,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
315,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
316,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
317,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
318,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
319,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
320,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
321,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
322,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
323,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
324,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
325,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
326,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
327,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
328,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
329,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
330,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
331,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
332,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
333,322,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
334,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
335,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
336,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
337,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
338,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
339,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
340,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
341,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
342,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
343,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
344,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
345,316,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
346,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
347,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
348,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
349,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
350,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
351,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
352,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
353,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
354,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
355,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
356,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
357,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
358,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
359,312,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
360,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
361,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
362,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
363,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
364,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
365,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
366,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
367,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
368,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
369,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
370,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
371,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
372,372,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
373,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
374,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
375,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
376,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
377,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
378,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
379,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
380,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
381,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
382,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
383,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
384,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
385,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
386,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
387,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
388,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
